doc,sen_idx,sentence,sum_content
20,2,"경쟁률은 2013년 31.7:1, 2014년 32:1, 2015년 35.8:1, 2016년 44.4:1, 2017년 41.1:1이었다. ",0
20,3,올해 접수인원과 경쟁률이 줄어든 이유를 수험가에서는 지난해부터 제1차 시험에 도입된 헌법 과목에 대한 준비가 부족한 일부 수험생이 지원을 포기한 영향인 것으로 분석했다. ,0
20,4,"주요 모집 직군별 경쟁률은 5급 행정직군 40:1, 5급 기술직군 32.7:1, 외교관후보자 28.6:1이었으며 모집단위로는 검찰직이 가장 높은 122:1의 경쟁률을 기록했다. ",0
20,5,접수자의 평균 연령은 27.7세로 지난해(27.5세)와 비슷했다. ,0
20,6,"연령별로는 20~24세 4269명(29.9%), 25~29세 6193명(43.4%), 30∼39세 3236명(22.7%), 40∼49세 533명(3.7%)이었고 50세 이상은 46명(0.3%)이었다. ",0
20,7,여성 접수자도 38%로 지난해(38.2%)와 비슷한 비율을 나타냈다. ,0
20,8,"2018년도 국가공무원 5급 공채 및 외교관후보자 선발 제1차시험은 내달 10일에 전국 5개 지역(서울, 부산, 대구, 광주, 대전)에서 치러지며 제1차시험 합격자는 4월 9일 사이버국가고시센터를 통해 발표될 예정이다. ",0
21,0,"바른정당-국민의당 통합정당인 바른미래당 대전시당 통합추진위원회는 14일 국민권익위원회의 부패방지 시책평가에서 대전시가 2년 연속 최하위 등급을 받은 것에 대해 ""권선택 전 시장을 공천한 민주당이 책임져야 한다""고 주장했다.",1
21,1,"바른미래당 대전시당 통합추진위는 이날 대변인 명의 논평을 통해 ""지난 4년간 대전에서 벌어진 일을 되짚어보면 가슴이 답답하다""며 ""대전시가 왜 갑자기 전국에서 제일 부패지수가 높아졌는지 원인을 따지고 책임자를 규명해야 할 시점""이라고 밝혔다.",1
21,2,"바른미래당은 상수도 민영화 사업, 월평공원 민간특례사업, 용산동 관광휴양시설 개발 사업 등 시민단체와 갈등이 깊었던 사업들을 언급한 뒤 ""산하기관 채용비리와 인사비리가 끊임없이 이어졌지만, 대전시는 눈 하나 꿈쩍하지 않고 책임지지 않고 있다""고 비판했다.",0
21,3,"이어 ""책임은 시장에게 있지만 권 전 시장이 법을 어겨 시청에서 떠난 상황이니 이에 대한 책임은 권 전 시장을 공천한 민주당이 져야 한다""며 ""민주당은 '이게 대전의 모습이냐'라며 가슴앓이를 하고 있을 시민에게 사과하라""고 촉구했다.",0
22,0,북한이 평창 겨울올림픽에 참가하는 비용과 관련해 정부가 28억6000만원을 지원하는 안이 14일 의결됐다. ,1
22,1,이 금액은 남북협력기금에서 집행된다. ,0
22,2,정부는 이날 조명균 통일부 장관 주재로 남북교류협력추진협의회(교추협)를 열고 해당 지원안을 심의ㆍ의결했다. ,0
22,3,교추협이 의결한 금액 중 사상 최대 규모다.  ,0
22,4,"이번에 의결된 28억6000만원은 북한 응원단, 태권도 시범단, 기자단. 삼지연관현악단 등의 방한 일정에 소요된 경비다. ",0
22,5,"이번 지원은 지난 1월 남북 고위급 회담 및 실무회담에서 우리 정부가 북한의 대표단 파견과 관련해 편의 제공을 하기로 합의한 데 따른 것으로, 남북협력기금법 제8조에 근거해 의결했다고 통일부는 밝혔다. ",0
22,6,그동안 북한 선수단ㆍ응원단에 대한 지원액은 2002년 부산 아시안게임 당시 13억5500만원이 최대 규모였다.   ,0
22,7,이번에 액수가 두 배 이상 뛴 이유에 대해 백 대변인은 “올림픽 경기장 입장료가 많이 나가기 때문”이라며 “입장료에만 약 10억원이 들어갔다”고 설명했다. ,0
22,8,"이외에 숙식비가 12억원, 수송비가 1억원 정도로 책정됐다. ",0
22,9,백 대변인은 “선수단 규모는 작지만 응원단이나 예술단(삼지연관현악단) 등 인원이 많아서 편의제공 비용이 많이 들었다”고 말했다.,0
22,10,"해당 금액은 평창 올림픽 조직위원회와 대한체육회, 세계태권도연맹 등 행사 주관 기관 및 단체에 지원된다. ",0
22,11,백 대변인은 “사후 정산 방식이기 때문에 실제 집행 금액은 이보다 줄어들 것”이라고 덧붙였다.  ,0
22,12,북한 김영남 최고인민회의 상임위원장과 김정은 북한 노동당 위원장의 동생 김여정 노동당 중앙위 제1부부장(왼쪽) 일행이 10일 강원 강릉시 스카이베이 경포호텔에서 마련된 '통일부 장관 주재 남북고위급 만찬장'에 참석하고 있다. ,0
22,13,정부는 이들의 체류 비용을 남북 회담 관련 행사 비용에서 지출했다고 14일 밝혔다.,0
22,14,다만 이번 지원금액엔 현송월 삼지연관현악단 단장의 사전답사 방한 체류비(1월21~22일)와 북한 선수단 선발대 방한 경비(1월25~27일) 2700만원은 빠졌다. ,0
22,15,또 지난 9~11일 방한한 북한 김여정 노동당 제1부부장 등 고위급 대표단의 체류 비용도 포함되지 않았다. ,0
22,16,백태현 통일부 대변인은 “고위급 대표단의 경비는 남북회담 예산이 사용됐다”고 말했으나 구체적 금액은 밝히지 않았다. ,1
22,17,3월 9~18일 평창 패럴림픽에 참가하는 북한 선수단 약 150명에 대한 지원 금액도 추가 의결해야 한다.  ,1
22,18,한편 통일부 천해성 차관은 이날 오후 추궈훙(邱國洪) 주한 중국대사와 마크 내퍼 주한 미국 대사대리를 연이어 만나 북한 고위급 대표단의 방한 결과를 설명했다. ,0
22,19,내퍼 대사대리 면담은 당일 오전에야 공지됐다. ,0
22,20,이에 대해 백 대변인은 “미국의 요청으로 면담을 하게 된 것”이라고 설명했다.  ,0
23,0,더불어민주당은 14일 최고위원회의에서 최근 김우남 위원장의 사퇴로 공석이 된 제주도당 위원장에 위성곤 의원(서귀포시)을 임명했다. ,1
23,1,위 의원은 이에따라 경선관리를 비롯해 6·13 제주도지사.제주도의원 선거를 진두지휘해야 하는 중책을 맡게 됐다. ,0
23,2,"위 의원은 ""중요한 시기에 중책을 맡아 어깨가 무거운 것이 사실이지만 당에서 역할을 주신 만큼, 당원과 소통을 강화하는 한편 공정하고 투명한 경선관리, 인재 영입 등을 통해 오는 6월 지방선거에서 더불어민주당이 승리하는데 혼신의 힘을 다하겠다""고 밝혔다. ",1
23,3,"또 ""임기가 다하는 날까지 더불어민주당 도당위원장으로서, 당원들은 물론 제주도민들과 함께 문재인 정부의 성공과 제주발전을 위해 열심히 뛰겠다""고 말했다. ",1
23,4,"위 의원은 조만간 당원, 당직자 등과 만남을 갖고, 조직정비와 함께 선거전략을 구체화해 나갈 계획이다. ",0
23,5,"위 의원은 지난 제19대 대선에서 중앙선대위 총괄부본장와 농수축산 특보단의 공동단장을 맡아 대선승리를 위해 노력해 왔으며, 현재 더불어민주당 전국농어민위원회 위원장과 원내 지방분권부 대표로 활동하고 있다. ",0
24,0,이낙연 국무총리는 유리 라타스 에스토니아 총리와 14일 면담했다. ,1
24,1,라타스 총리는 평창 동계올림픽을 계기로 방한했다. ,0
24,2,이 총리는 이날 정부서울청사에서 라타스 총리를 만나 전자정부·스타트업·사이버 안보 등 디지털 분야 협력와 한반도 정세 등 관심사에 대해 의견을 교환했다. ,1
24,3,"이 총리는 ""한국과 에스토니아는 작은 국토와 부족한 자원의 한계를 극복하고 우수한 인적자원을 기반으로 발전을 이룩했다는 공통점이 있다. ",1
24,4,"특히 양국은 4차 산업혁명 시대를 앞두고 전자정부, 스타트업 육성 등 디지털 분야에서 협력 잠재력이 크다""고 말했다. ",0
24,5,그러면서 이 총리는 최근 합의된 한국과 발트3국 간 경제공동위 출범으로 구체적이고 실질적인 협력방안 모색을 기대한다.,0
24,6,"디지털-5'를 통해 전자정부는 물론 스타트업 및 사이버 안보 분야에서도 양국 간 교류와 협력을 강화해 나가자""고 했다.",0
24,7,"디지털-5'는 우리나라와 에스토니아, 영국, 뉴질랜드, 이스라엘 등 전자정부 5개 선도국의 장관급 협의체다. ",0
24,8,라타스 총리는 에스토니아의 수도 탈린에 북대서양조약기구(NATO) 사이버방어협력센터가 설치돼 있다는 점을 들면서 사이버안보와 디지털 분야에서 양국 간 협력 강화를 희망했다. ,0
25,0,올해 국가공무원 5급 공채와 외교관후보자 선발시험의 경쟁률은 평균 37.3대1인 것으로 집계됐다.,1
25,1,인사혁신처는 2018년도 국가공무원 5급 공채와 외교관후보자 선발시험 응시원서를 접수한 결과 383명 선발에 1만4277명이 지원했다고 14일 밝혔다.,1
25,2,올해 접수인원은 지난해(383명 선발·1만5725명 접수)보다 1488명(9.2%) 감소한 것이며 경쟁률도 다소 하락했다.,0
25,3,"최근 5년간 경쟁률을 살펴보면 2013년에서 2016년까지 31.7대1, 32대1, 35.8대1, 44.4대1로 상승 추세를 보이다 지난해 41.1대1로 다소 내렸고 올해에도 하락했다.",0
25,4,"접수인원과 경쟁률이 지난해보다 줄어든 것과 관련해 인사처는 ""수험가에서는 지난해부터 제1차 시험에 도입된 헌법 과목에 대한 준비가 부족한 일부 수험생이 지원을 포기한 영향으로 보고 있다""고 설명했다.",0
25,5,"주요 모집 직군별 경쟁률은 5급 행정직군 40대1, 5급 기술직군 32.7대1, 외교관후보자 28.6대1이었으며, 모집단위로는 검찰직이 가장 높은 122대1의 경쟁률을 기록했다.  ",0
25,6,접수자의 평균 연령은 27.7세로 지난해(27.5세)와 비슷했다. ,0
25,7,"연령별로는 20~24세 4269명(29.9%), 25~29세 6193명(43.4%), 30대 3236명(22.7%), 40대 533명(3.7%)이었고, 50대 이상은 46명(0.3%)이었다.",0
25,8,여성 접수자도 38%로 지난해(38.2%)와 비슷한 비율을 나타냈다.,0
25,9,2018년도 국가공무원 5급 공채와 외교관후보자 선발 제1차시험은 다음달 10일에 전국 5개 지역(서울·부산·대구·광주·대전)에서 치러진다.,0
25,10,제1차시험 합격자는 4월9일 사이버국가고시센터(gosi.kr)로 발표할 예정이다.,0
26,0,"이낙연 국무총리는 14일 정부서울청사에서 평창 동계올림픽을 계기로 방한한 유리 라타스 에스토니아 총리를 면담하고 올림픽을 비롯해 디지털 분야 협력, 한반도 정세 등 상호 관심사에 대해 의견을 교환했다.",1
26,1,우선 이 총리는 평창올림픽 참관을 위해 칼유라이드 대통령뿐만 아니라 라타스 총리도 방한하는 등 에스토니아 정부가 보여준 큰 관심에 감사를 표명하고 에스토니아 선수단의 선전을 기원했다.,1
26,2,"에스토니아는 크로스컨트리 스키, 바이애슬론, 스키점프, 노르딕 복합, 스피드스케이팅, 알파인 스키 등 6개 종목에 22명의 선수단을 파견했다.",0
26,3,라타스 총리는 평창올림픽이 성공적으로 개최되고 있음을 축하하고 이번 방문을 계기로 한-에스토니아 관계가 더욱 발전하도록 협력해 나가자고 했다.,0
26,4,칼유라이드 에스토니아 대통령은 지난 6일 방한해 문재인 대통령과 정상회담을 한 뒤 12일까지 머물렀다.,0
26,5,"이 총리는 ""한국과 에스토니아가 작은 국토와 부족한 자원의 한계를 극복하고 우수한 인적자원을 기반으로 발전을 이룩했다는 점에서 공통점이 있다""며 ""특히 양국은 4차 산업혁명 시대를 앞두고 전자정부, 스타트업 육성 등 디지털 분야에서의 협력 잠재력이 크다""고 평가했다.",0
26,6,"이 총리는 또 ""최근 합의한 한국과 발트3국간 경제공동위 출범으로 구체적이고 실질적인 협력방안 모색을 기대한다""며 ""'디지털-5'로 전자정부는 물론 스타트업과 사이버 안보 분야에서도 양국 간 교류와 협력을 강화해 나가자""고 했다.",0
26,7,'디지털(Digital)-5'는 2014년 창설된 전자정부 선도국 5개국(한국·에스토니아·영국·뉴질랜드·이스라엘)의 장관급 협의체로서 전자정부 최신경향과 주요이슈 등 논의한다.,0
26,8,이에 라타스 총리는 공감을 표하며 수도 탈린에 나토(NATO) 사이버방어협력센터가 설치돼 있다고 소개하고 사이버안보와 디지털 분야에서 양국 간 협력강화를 희망했다.,0
26,9,이어 올해 11월말 에스토니아에서 개최되는 '디지털 서밋'(Digital Summit) 회의에 이 총리를 초청했다.,0
26,10,이 총리는 평창올림픽을 계기로 복원된 남북대화 기회를 잘 살려 궁극적으로 한반도에 평화가 정착되도록 에스토니아를 포함한 국제사회가 지속해서 협력해달라고 당부했다.,0
26,11,"라타스 총리는 ""문제해결 방법으로는 대화밖에 없다""면서 북핵문제의 평화적 해결을 위한 한국정부의 노력을 전적으로 지지한다고 했다. ",0
26,12,또 평창올림픽이 평화올림픽으로서 한반도 평화조성에 기여해 나가기를 기원했다.,0
27,0,인천광역시가 '재정위기주의단체'에서 탈출하고 '제2의 경제도시'로 도약한다는 결의를 다짐했다.,1
27,1,유 시장은 “마침내 인천시가 부채도시 오명을 벗고 드디어 ‘재정정상단체’로의 전환을 해냈다”며 “300만 인천 시민과 공직자들이 이뤄낸 쾌거”라며 기쁜 마음으로 재정정상단체 전환을 공식적으로 선언했다.,0
27,2,"그는 이어 “인천시 때문에 문지방이 1cm는 닳았다는 말을 들을 정도로 중앙정부를 방문하고 설득해, 민선 5기보다 무려 4조370억 원이나 많은 국비지원금을 받아냈다”며 직원들의 노고를 치하했다.",0
27,3,"행정안전부는 지난 12일 지방재정위기관리위원회를 열고 인천시의 재정위기 주의 등급을 해제하고, 지난 13일 인천시에 공식적으로 통보했다.",0
27,4,전국 유일의 ‘재정위기주의단체’로 남아있던 인천시는 지정 2년7개월 만에 정상단체로 전환된 것이다.,1
27,5,인천시는 지난해 9월 말 기준 채무비율이 2분기 연속 재정위기 주의단체 해제기준인 25% 미만을 충족했다.,1
27,6,"유 시장은 지난 13일 공식 기자회견을 통해 “시는 재원부족으로 군ㆍ구 및 교육청 등에 지급하지 못한, 통계에 잡히지 않는 숨겨진 채무 6920억원까지 해소했고 지난 3년간 실질적으로 3조7000억원 이상의 부채를 감축했다”며 “이 가운데 재정정산단체 판단기준이 되는 시 본청의 금융채무는 최고치에 달했던 지난 2014년 말 대비 3년 동안 1조원 이상을 줄였다”고 말했다.",0
27,7,유 시장은 이어 “인천의 재정건전화는 그 누구도 부정하거나 평가절하할 수 없고 해서도 안되는 시민 노력의 결정체”라며 “재정건전화의 가치를 훼손하는 그 어떤 정치 과잉적 시도도 없어야 한다”고 덧붙였다.,0
27,8,"시는 2018년 재정정상단체 전환을 목표로 재정건전화 3개년 계획을 수립하고 재정기획관실을 신설, 누락 세원 발굴에 초점을 맞췄다. ",0
27,9,전국의 리스ㆍ렌트 차량의 53% 등록지를 인천에 유치해 지난 2015년부터 최근 4년간 1조1500억원의 취득세와 자동차세를 확보했다. ,0
27,10,또한 시 공무원들은 5일 치 연가보상비와 연 31억원에 이르는 시간 외 수당을 포기하고 시장과 각 국장의 시책 업무추진비도 지난 3년간 30%이상 줄여나가기도 했다.,0
27,11,"이러한 과정을 거쳐 지난 2014년 13조2000억원에 달했던 부채를 3조4000억원가량 줄였으며 채무비율 또한 지난해 1분기 31.1%, 2분기 24.1%, 3분기 22.9%, 4분기 21.9%까지 낮춰왔다.",0
27,12,"하지만, 시는 본청의 채무 2조원을 포함한 10조원 이상의 부채가 남아있다.",0
27,13,"지난해 12월 말 기준 시 본청과 공사ㆍ공단을 포함한 인천의 총 부채는 10조1075억원으로 이 가운데 시 본청 금융채무가 2조2448억원, 나머지는 인천도시공사 등의 채무다.",0
27,14,"시는 올해를 시작으로 한해 평균 2000억원씩 부채를 갚아나가 오는 2020년까지 시 본청의 채무를 1조2520억원, 채무비율을 11.1%까지 내리겠다는 목표를 설정했다. ",0
27,15,시 관계자는 “기존에 시행해오던 리스ㆍ렌트 차량 등록지 인천 유치와 도시공사의 대규모 사업 등을 통해 부채 감축이 가능할 것으로 전망한다”고 말했다.,0
28,0,"청와대가 사회적으로 논란이 일고 있는 암호화폐(가상화폐) 규제와 관련,'거래 투명화를 최우선 과제로 삼고 거래 과정에서 불투명성으로 인한 선의의 피해가 없도록 하겠다'는 입장을 14일 밝혔다. ",1
28,1,청와대는 이날 가상화폐와 관련한 국민 청원에 이같은 답변을 내놨다. ,0
28,2,이 청원에는 지난해 12월28일부터 한달간 28만8295명이 참여했다. ,0
28,3,"답변에 나선 홍남기 국무조정실장은 암호화폐와 관련, ""비트코인과 같은 암호화폐 자체, 암호화폐를 거래하는 행위, 암호화폐의 기반기술이 되는 블록체인 기술 등 3가지가 중요하다""고 제시했다.",1
28,4,"이어 홍 실장은 ""정부가 상대적으로 중점을 둔 부분은 암호화폐에 대한 거래행위 분야""라며 ""정부는 시장 상황과 국제 동향을 예의주시하면서 모든 가능성을 열어놓고 세심하게, 신중하게 접근을 해오고 있다""고 말했다.",1
28,5,"홍 실장은 그러면서 ""정부가 현행법 테두리 내에서 암호화폐 거래를 투명화하는 문제를 최우선 과제로 두고 있다""며 ""본인이 확인되지 않는 가상계좌로 자금세탁을 하는 등 바람직하지 않은 일들이 점검과정에서 나타났는데 이에 정부가 지난달부터 '암호화폐 거래실명제'를 도입해서 시행하고 있다""고 밝혔다.",0
28,6,"홍 실장은 ""암호화폐 거래사이트 폐쇄에 대해서는 정부 내에서도 다양한 의견이 있지만, 글로벌 논의 동향과 기술의 발전 양상 등을 종합적으로 살피면서 면밀히 검토해나갈 예정""이라면서 ""과세형평성 차원에서도 기획재정부를 중심으로 여러 부처에서 외국의 암호화폐 과세사례 등을 검토하고 있어 곧 암호화폐 과세방안도 마련될 것으로 본다""고 말했다.",0
28,7,"홍 실장은 또 ""블록체인 기술은 물류, 보안, 의류 등 여러 산업과 접목해 유용하게 활용할 4차 산업혁명 시대의 핵심 기술""이라며 ""올해 블록체인 관련 예산을 크게 늘렸고 상반기 안에 '블록체인 산업발전 기본계획’'도 발표할 계획""이라고 말했다.",0
28,8,"홍 실장은 그러나 ""(암호화폐 시장은) 하루에도 여러번 크게 변동하는 시장으로 거래에 참여하는 사람들이 신중히 판단해 달라""면서 ""불법행위로 피해를 보는 사람이 있거나, 거래 과정에서 불투명성으로 선의의 피해를 누군가가 보고 있다면 이를 보호하는 것은 응당 국가의 책무""라고 말했다.",0
29,0,북한 김정은 노동당 위원장이 지난 13일 군 인사를 하면서 핵ㆍ미사일 도발 핵심전력인 전략군에게 대거 '별'을 달아줬다.,1
29,1,북한은 김일성 생일(4월15일)과 김정일 생일(2월16일)을 앞두고 군 인사를 발표해왔다. ,0
29,2,그러나 이번 전략군 인사는 김정은이 지난해 미국 본토까지 타격 가능하다고 주장한 대륙간탄도미사일(ICBM) 등의 개발로 ‘핵무력 완성’을 주장한 것과 맞물려 주목된다.    ,0
29,3,김정은은 지난 1월 신년사에서 “지난해 특출난 성과는 국가 핵무력 완성의 역사적 대업을 성취한 것”이라며 “바로 1년 전 나는 (미사일) 시험 발사 준비 사업을 공표했으며 지난해 한 해 여러 차례 시험 발사들을 달성했다”고 말했다. ,0
29,4,이런 시험 발사를 담당한 곳이 전략군이다. ,0
29,5,김정은은 2011년 권력을 잡은 뒤 이전엔 전략로켓사령부였던 것을 2014년 전략군 단독 편제로 확대 개편했다. ,0
29,6,이번 전략군 대거 승진 인사는 지난해 ICBM 시험발사 성공에 대한 포상의 성격이 강하다. ,1
29,7,조한범 통일연구원 선임연구위원은 “전략군은 김정은에게 핵심 자산”이라며 “북한이 지난해 달성했다고 주장하는 핵무력 완성에 대해 김정은이 공식적으로 치하를 해준 의미를 갖는다”고 말했다.    ,1
29,8,이는 김정은이 지난 9~11일 여동생 김여정 당 제1부부장을 특사로 보내는 등 매력 공세를 취하는 와중에서도 전략군에 무게를 싣는 행보다.   ,0
29,9,북한 전문가인 남성욱 고려대 행정대학원장은 “현재는 전면적인 대화 공세를 펼치고 있으나 언제든지 도발을 할 수 있다는 것을 내비치는 투트랙 행보”라고 풀이했다.  ,0
30,0,"전주시가 도심 흉물로 방치된 빈집을 정비해 반값 임대주택과 주민쉼터, 공용텃밭, 주차장 등 주민들을 위한 공간으로 제공한다.",1
30,1,시는 올해 2억4천만원을 들여 시민들의 쾌적하고 안전한 삶을 위한 '도심 빈집정비 주민 공간조성사업'을 추진한다고 14일 밝혔다.,1
30,2,사업은 도심 속에 장기간 방치되면서 도시 미관을 저해시키고 각종 안전사고나 범죄·방화 등의 우려가 큰 빈집을 정비하는 사업이다. ,0
30,3,시는 올해 빈집 소유주 등을 대상으로 27일까지 신청받아 총 12개 동을 정비한다.,0
30,4,"최종 사업대상은 안전사고 위험성과 미관이나 주거환경개선 기대 정도, 주민 접근성 등을 종합적으로 검토해 결정한다. ",0
30,5,특히 빈집 소유자의 동의를 받아 빈집을 리모델링한 후 저소득층이나 학생 등 주거 취약계층에게 5년 이상 주변 시세의 반값에 임대하기로 했다.,0
30,6,이와 함께 철거한 빈집 공터를 지역 주차장이나 주민 소통공간으로 활용할 수 있는 쉼터 또는 공용텃밭 등으로 제공하는 사업도 추진한다.,0
31,0,20대 국회의원들이 지방분권개헌에 압도적으로 찬성하고 있는 것으로 나타났다.,1
31,1,"다만, 개헌국민투표 시기를 놓고는 자유한국당과 다른 정당 의원들간에 뚜렷한 입장 차이를 보였다.",0
31,2,지방분권개헌국민회의(이하 지방분권회의)는 14일 지방분권개헌과 관련해 국회의원들을 상대로 설문조사한 결과 응답 의원 전원이 분권개헌에 찬성했다고 밝혔다.,0
31,3,"앞서 지방분권회의는 지난해 12월14일부터 올해 1월15일까지 20대 국회의원 296명에게 설문조사 질의서를 발송했으며, 36%인 107명으로부터 응답을 받았다.",0
31,4,"정당별 응답자는 더불어민주당 58명(54%), 자유한국당 28명(26%), 국민의당 14명(13%), 정의당 6명(6%), 바른정당 1명(1%)이다. ",0
31,5,조사 결과 지방분권개헌 자체에 대해서는 응답자 107명 모두 찬성 입장을 나타냈다.,1
31,6,개헌국민투표 시기에 대해서는 78%(83명)가 '지방선거와 동시에 실시해야 한다'고 답했다.,1
31,7,"반면 자유한국당 소속 의원 21명(20%)은 '지방선거 이후 실시해야 한다'고 답했으며, 일부는 입장을 '유보'했다.",0
31,8,"지방분권개헌 국회추진단 참여에 대해서는 71%(76명)가 찬성, 20%(22명)는 반대했고, 나머지는 '고민 후 결정하겠다'는 입장을 보였다.",0
31,9,"지방분권개헌 국회추진단은 국회와 정당에서 지방분권개헌에 대한 공동감대를 형성하고 지지를 확산하자는 취지로 김두관, 이종배, 유성엽, 김세연, 노회찬 의원을 공동 단장으로 추대해 지난해 11월15일 출범했다.",0
31,10,"또 지방분권개헌 내용 중 '기본권으로서의 주민자치권 보장'에 91명, '지역격차 해결을 위한 지역간 재정조정제도 도입'에 84명, '지방정부의 입법권·재정권·조직권 보장'에 72명, '헌법 제1조 3항에 대한민국은 지방분권 국가임을 선언한다'는데 70명이 동의한 것으로 나타났다.",0
31,11,"지방분권회의 측은 ""지방분권개헌은 더 이상 거스를 수 없는 시대적 과제이며 사명이다. ",0
31,12,"국회와 정당이 국민과 약속한대로 6월 지방선거 동시개헌을 차질없이 이행하기 위한 노력과 결단만 남았다""며 각 정당에 대해 구체적인 개헌안을 내놓고 대화협상에 적극 나설 것을 촉구했다.",0
